Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Empirical,16S_meanShift2_permuteFALSE_seed1,1,1,CLR-LASSO,0.544,1,1,2.6799999999999997,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,1,Coda-LASSO,0.514,3,1,62.574999999999996,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.7252,70,470,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.7272,70,470,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,DCV-rfRFE,0.7096,58,214,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,CLR-LASSO,0.4736,2,2,1.5489999999999782,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,Coda-LASSO,0.5088,4,1,63.455999999999904,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.7824,70,407,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.784,70,407,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,1,2,DCV-rfRFE,0.7872,51,154,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,1,CLR-LASSO,0.64,1,1,0.6950000000001637,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,1,Coda-LASSO,0.4896,2,1,31.76299999999992,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,DCV-ridgeRegression,0.7156,70,435,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,DCV-ridgeEnsemble,0.7108,70,435,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,DCV-rfRFE,0.7188,57,164,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,CLR-LASSO,0.554,3,3,1.3530000000000655,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,Coda-LASSO,0.5792,2,1,63.60100000000011,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,DCV-ridgeRegression,0.7776,47,266,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,DCV-ridgeEnsemble,0.7672,47,266,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,2,2,DCV-rfRFE,0.7356,36,80,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,1,CLR-LASSO,0.5,0,0,1.243000000000393,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,1,Coda-LASSO,0.5044,2,1,85.16300000000001,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,DCV-ridgeRegression,0.7136,70,276,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,DCV-ridgeEnsemble,0.7064,70,276,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,DCV-rfRFE,0.7104,62,190,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,CLR-LASSO,0.6396,2,2,1.256999999999607,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,Coda-LASSO,0.6052,3,1,64.61799999999948,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,DCV-ridgeRegression,0.6988,47,266,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,DCV-ridgeEnsemble,0.692,47,266,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,3,2,DCV-rfRFE,0.6779999999999999,36,80,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,1,CLR-LASSO,0.5,0,0,1.1920000000000073,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,1,Coda-LASSO,0.4884,2,1,109.84000000000015,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,DCV-ridgeRegression,0.724,47,204,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,DCV-ridgeEnsemble,0.7163999999999999,47,204,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,DCV-rfRFE,0.7288,37,93,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,CLR-LASSO,0.5,0,0,1.1700000000000728,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,Coda-LASSO,0.5208,2,1,67.88700000000063,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,DCV-ridgeRegression,0.6968,24,105,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,DCV-ridgeEnsemble,0.6844,24,105,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,4,2,DCV-rfRFE,0.6944,23,64,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,1,CLR-LASSO,0.5,0,0,1.0470000000004802,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,1,Coda-LASSO,0.516,2,1,95.1859999999997,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,DCV-ridgeRegression,0.7192,24,87,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,DCV-ridgeEnsemble,0.7128,24,87,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,DCV-rfRFE,0.692,19,46,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,CLR-LASSO,0.5,0,0,1.3449999999993452,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,Coda-LASSO,0.5784,2,1,62.33300000000054,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,DCV-ridgeRegression,0.7448,70,364,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,DCV-ridgeEnsemble,0.7424,70,364,NA,124,FALSE,2
Empirical,16S_meanShift2_permuteFALSE_seed1,5,2,DCV-rfRFE,0.738,61,222,NA,124,FALSE,2
